,gwb_code_10,gwb_code_8,regio,gm_naam,recs,gwb_code,pst_mvp
324,BU00220109,220109,Buitengebied ten westen van Zevenhuizen,Leek,Buurt,BU00220109,9354.0
325,WK002202,2202,Wijk 02 Tolbert,Leek,Wijk,WK002202,
326,BU00220200,220200,Bebouwde kom Tolbert,Leek,Buurt,BU00220200,9356.0
327,BU00220201,220201,Sint Maheerdt,Leek,Buurt,BU00220201,9356.0
328,BU00220209,220209,Buitengebied Tolbert,Leek,Buurt,BU00220209,9356.0
329,WK002204,2204,Wijk 04 Midwolde,Leek,Wijk,WK002204,
330,BU00220400,220400,Bebouwde kom Midwolde,Leek,Buurt,BU00220400,9355.0
331,BU00220401,220401,Pasop,Leek,Buurt,BU00220401,9355.0
332,BU00220409,220409,Buitengebied Midwolde,Leek,Buurt,BU00220409,9351.0
333,WK002205,2205,Wijk 05 Lettelbert,Leek,Wijk,WK002205,
334,BU00220500,220500,Bebouwde kom Lettelbert,Leek,Buurt,BU00220500,9827.0
335,BU00220509,220509,Buitengebied Lettelbert,Leek,Buurt,BU00220509,9827.0
336,WK002206,2206,Wijk 06 Oostwold,Leek,Wijk,WK002206,
337,BU00220600,220600,Bebouwde kom Oostwold,Leek,Buurt,BU00220600,9828.0
338,BU00220609,220609,Buitengebied-Oostwold,Leek,Buurt,BU00220609,9828.0
339,WK002207,2207,Wijk 07 Enumatil,Leek,Wijk,WK002207,
340,BU00220700,220700,Bebouwde kom Enumatil,Leek,Buurt,BU00220700,9811.0
341,BU00220709,220709,Buitengebied Enumatil,Leek,Buurt,BU00220709,9811.0
342,GM0024,24,Loppersum,Loppersum,Gemeente,GM0024,
343,WK002400,2400,Wijk 00,Loppersum,Wijk,WK002400,
344,BU00240000,240000,Loppersum,Loppersum,Buurt,BU00240000,9919.0
345,BU00240001,240001,Garrelsweer,Loppersum,Buurt,BU00240001,9918.0
346,BU00240002,240002,Wirdum,Loppersum,Buurt,BU00240002,9917.0
347,BU00240003,240003,Wirdumerdraai,Loppersum,Buurt,BU00240003,9917.0
348,BU00240005,240005,Winneweer (gedeeltelijk),Loppersum,Buurt,BU00240005,9793.0
349,BU00240008,240008,Verspreide huizen Eemskanaal en Damsterdiep,Loppersum,Buurt,BU00240008,9917.0
350,BU00240009,240009,Verspreide huizen ten noorden van het Damsterdiep,Loppersum,Buurt,BU00240009,9919.0
351,WK002401,2401,Wijk 01 Stedum,Loppersum,Wijk,WK002401,
352,BU00240100,240100,Stedum,Loppersum,Buurt,BU00240100,9921.0
353,BU00240101,240101,Westeremden,Loppersum,Buurt,BU00240101,9922.0
354,BU00240102,240102,Garsthuizen (gedeeltelijk),Loppersum,Buurt,BU00240102,9923.0
355,BU00240109,240109,Verspreide huizen Stedum inclusief Startenhuizen,Loppersum,Buurt,BU00240109,9921.0
356,WK002402,2402,Wijk 02 Middelstum,Loppersum,Wijk,WK002402,
357,BU00240200,240200,Middelstum,Loppersum,Buurt,BU00240200,9991.0
358,BU00240201,240201,Westerwijtwerd,Loppersum,Buurt,BU00240201,9993.0
359,BU00240202,240202,Huizinge,Loppersum,Buurt,BU00240202,9992.0
360,BU00240203,240203,Toornwerd,Loppersum,Buurt,BU00240203,9994.0
361,BU00240209,240209,Verspreide huizen Middelstum,Loppersum,Buurt,BU00240209,9991.0
362,WK002403,2403,Wijk 03 't Zandt,Loppersum,Wijk,WK002403,
363,BU00240300,240300,'t Zandt,Loppersum,Buurt,BU00240300,9915.0
364,BU00240301,240301,Zeerijp,Loppersum,Buurt,BU00240301,9914.0
365,BU00240302,240302,Zijldijk,Loppersum,Buurt,BU00240302,9987.0
366,BU00240303,240303,Leermens,Loppersum,Buurt,BU00240303,9912.0
367,BU00240304,240304,Oosterwijtwerd,Loppersum,Buurt,BU00240304,9911.0
368,BU00240305,240305,Eenum,Loppersum,Buurt,BU00240305,9913.0
369,BU00240309,240309,Verspreide huizen 't Zandt,Loppersum,Buurt,BU00240309,9915.0
370,GM0025,25,Marum,Marum,Gemeente,GM0025,
371,WK002500,2500,Wijk 00 Marum,Marum,Wijk,WK002500,
372,BU00250000,250000,Marum,Marum,Buurt,BU00250000,9363.0
373,BU00250002,250002,Nuis,Marum,Buurt,BU00250002,9364.0
374,BU00250003,250003,Niebert,Marum,Buurt,BU00250003,9365.0
375,BU00250004,250004,Boerakker,Marum,Buurt,BU00250004,9362.0
376,BU00250005,250005,Lucaswolde,Marum,Buurt,BU00250005,9825.0
377,BU00250006,250006,Noordwijk,Marum,Buurt,BU00250006,9824.0
378,BU00250007,250007,De Haar,Marum,Buurt,BU00250007,9363.0
379,BU00250008,250008,Verspreide huizen in het noordwesten,Marum,Buurt,BU00250008,9824.0
380,BU00250009,250009,Verspreide huizen in het noordoosten,Marum,Buurt,BU00250009,9361.0
381,WK002501,2501,Wijk 01 De Wilp,Marum,Wijk,WK002501,
382,BU00250100,250100,De Wilp (gedeeltelijk),Marum,Buurt,BU00250100,9367.0
383,BU00250101,250101,Wilpstervaart,Marum,Buurt,BU00250101,9367.0
384,BU00250102,250102,Keuningswijk,Marum,Buurt,BU00250102,9367.0
385,BU00250104,250104,Jonkersvaart,Marum,Buurt,BU00250104,9366.0
386,BU00250108,250108,Verspreide huizen ten noorden van Jonkersvaart,Marum,Buurt,BU00250108,9365.0
387,BU00250109,250109,Verspreide huizen ten noorden van de Wilp,Marum,Buurt,BU00250109,9363.0
388,GM0034,34,Almere,Almere,Gemeente,GM0034,
389,WK003401,3401,Wijk 01 Almere Haven,Almere,Wijk,WK003401,
390,BU00340101,340101,Centrum Almere Haven,Almere,Buurt,BU00340101,1353.0
391,BU00340102,340102,De Werven,Almere,Buurt,BU00340102,1357.0
392,BU00340103,340103,De Hoven,Almere,Buurt,BU00340103,1354.0
393,BU00340104,340104,De Meenten,Almere,Buurt,BU00340104,1357.0
394,BU00340105,340105,De Grienden,Almere,Buurt,BU00340105,1356.0
395,BU00340106,340106,De Marken,Almere,Buurt,BU00340106,1355.0
396,BU00340107,340107,De Gouwen,Almere,Buurt,BU00340107,1351.0
397,BU00340108,340108,De Wierden,Almere,Buurt,BU00340108,1353.0
398,BU00340109,340109,De Velden,Almere,Buurt,BU00340109,1359.0
399,BU00340110,340110,Overgooi,Almere,Buurt,BU00340110,1358.0
400,BU00340171,340171,De Steiger,Almere,Buurt,BU00340171,1351.0
401,BU00340173,340173,Stichtsekant,Almere,Buurt,BU00340173,1358.0
402,BU00340199,340199,Overig Almere Haven,Almere,Buurt,BU00340199,1351.0
403,WK003402,3402,Wijk 02 Almere Stad,Almere,Wijk,WK003402,
404,BU00340201,340201,Centrum Almere Stad,Almere,Buurt,BU00340201,1315.0
405,BU00340202,340202,Filmwijk,Almere,Buurt,BU00340202,1325.0
406,BU00340203,340203,Danswijk,Almere,Buurt,BU00340203,1326.0
407,BU00340204,340204,Parkwijk,Almere,Buurt,BU00340204,1326.0
408,BU00340205,340205,Verzetswijk,Almere,Buurt,BU00340205,1318.0
409,BU00340206,340206,Waterwijk,Almere,Buurt,BU00340206,1317.0
410,BU00340207,340207,Tussen de Vaarten Noord,Almere,Buurt,BU00340207,1318.0
411,BU00340208,340208,Tussen de Vaarten Zuid,Almere,Buurt,BU00340208,1328.0
412,BU00340209,340209,Staatsliedenwijk,Almere,Buurt,BU00340209,1314.0
413,BU00340210,340210,Kruidenwijk,Almere,Buurt,BU00340210,1313.0
414,BU00340211,340211,Stedenwijk,Almere,Buurt,BU00340211,1324.0
415,BU00340212,340212,Muziekwijk Noord,Almere,Buurt,BU00340212,1312.0
416,BU00340213,340213,Muziekwijk Zuid,Almere,Buurt,BU00340213,1323.0
417,BU00340214,340214,Literatuurwijk,Almere,Buurt,BU00340214,1321.0
418,BU00340215,340215,Noorderplassen,Almere,Buurt,BU00340215,1319.0
419,BU00340271,340271,Randstad,Almere,Buurt,BU00340271,1316.0
420,BU00340272,340272,Markerkant,Almere,Buurt,BU00340272,1314.0
421,BU00340273,340273,Hollandsekant,Almere,Buurt,BU00340273,1311.0
422,BU00340274,340274,Gooisekant,Almere,Buurt,BU00340274,1322.0
423,BU00340275,340275,Veluwsekant,Almere,Buurt,BU00340275,1327.0
424,BU00340276,340276,Sallandsekant,Almere,Buurt,BU00340276,1329.0
425,BU00340299,340299,Overig Almere Stad,Almere,Buurt,BU00340299,1324.0
426,WK003403,3403,Wijk 03 Almere Buiten,Almere,Wijk,WK003403,
427,BU00340301,340301,Centrum Almere Buiten,Almere,Buurt,BU00340301,1334.0
428,BU00340302,340302,Oostvaardersbuurt,Almere,Buurt,BU00340302,1335.0
429,BU00340303,340303,Seizoenenbuurt,Almere,Buurt,BU00340303,1335.0
430,BU00340304,340304,Molenbuurt,Almere,Buurt,BU00340304,1333.0
431,BU00340305,340305,Bouwmeesterbuurt,Almere,Buurt,BU00340305,1333.0
432,BU00340306,340306,Landgoederenbuurt,Almere,Buurt,BU00340306,1333.0
433,BU00340307,340307,Faunabuurt,Almere,Buurt,BU00340307,1338.0
434,BU00340308,340308,Bloemenbuurt,Almere,Buurt,BU00340308,1338.0
435,BU00340309,340309,Regenboogbuurt,Almere,Buurt,BU00340309,1339.0
436,BU00340310,340310,Indischebuurt,Almere,Buurt,BU00340310,1335.0
437,BU00340311,340311,Eilandenbuurt,Almere,Buurt,BU00340311,1339.0
438,BU00340312,340312,Stripheldenbuurt,Almere,Buurt,BU00340312,1336.0
439,BU00340313,340313,Sieradenbuurt,Almere,Buurt,BU00340313,1336.0
440,BU00340371,340371,Poldervlak,Almere,Buurt,BU00340371,1333.0
441,BU00340372,340372,De Vaart,Almere,Buurt,BU00340372,1332.0
442,BU00340373,340373,Buitenvaart,Almere,Buurt,BU00340373,1331.0
443,BU00340399,340399,Overig Almere Buiten,Almere,Buurt,BU00340399,1309.0
444,WK003404,3404,Wijk 04 Almere Poort,Almere,Wijk,WK003404,
445,BU00340401,340401,Europakwartier,Almere,Buurt,BU00340401,1363.0
446,BU00340402,340402,Columbuskwartier,Almere,Buurt,BU00340402,1363.0
447,BU00340403,340403,Homeruskwartier,Almere,Buurt,BU00340403,1363.0
448,BU00340404,340404,Olympiakwartier,Almere,Buurt,BU00340404,1362.0
449,BU00340405,340405,Duin,Almere,Buurt,BU00340405,1361.0
450,BU00340471,340471,Hogekant,Almere,Buurt,BU00340471,1362.0
451,BU00340472,340472,Middenkant,Almere,Buurt,BU00340472,1362.0
452,BU00340473,340473,Lagekant,Almere,Buurt,BU00340473,1362.0
453,BU00340499,340499,Overig Almere Poort,Almere,Buurt,BU00340499,1363.0
454,WK003405,3405,Wijk 05 Almere Hout,Almere,Wijk,WK003405,
455,BU00340502,340502,Vogelhorst,Almere,Buurt,BU00340502,1343.0
456,BU00340503,340503,Nobelhorst,Almere,Buurt,BU00340503,1341.0
457,BU00340571,340571,Twentsekant,Almere,Buurt,BU00340571,
458,BU00340599,340599,Overig Almere Hout,Almere,Buurt,BU00340599,1349.0
459,WK003406,3406,Wijk 06 Almere Pampus,Almere,Wijk,WK003406,
460,BU00340699,340699,Overig Almere Pampus,Almere,Buurt,BU00340699,1309.0
461,GM0037,37,Stadskanaal,Stadskanaal,Gemeente,GM0037,
462,WK003701,3701,Stadskanaal,Stadskanaal,Wijk,WK003701,
463,BU00370100,370100,Stadskanaal Centrum,Stadskanaal,Buurt,BU00370100,9501.0
464,BU00370101,370101,Maarsstee,Stadskanaal,Buurt,BU00370101,9501.0
465,BU00370102,370102,Maarswold,Stadskanaal,Buurt,BU00370102,9501.0
466,BU00370103,370103,Maarsveld,Stadskanaal,Buurt,BU00370103,9502.0
467,BU00370104,370104,De Hagen,Stadskanaal,Buurt,BU00370104,9501.0
468,BU00370105,370105,Vogelwijk en De Borgen,Stadskanaal,Buurt,BU00370105,9502.0
469,BU00370106,370106,Industriegebied Vleddermond,Stadskanaal,Buurt,BU00370106,9502.0
470,BU00370107,370107,Dideldom,Stadskanaal,Buurt,BU00370107,9503.0
471,BU00370108,370108,Parkwijk,Stadskanaal,Buurt,BU00370108,9503.0
472,BU00370109,370109,Stadskanaal Noord Landskant,Stadskanaal,Buurt,BU00370109,9503.0
473,BU00370110,370110,Stadskanaal Noord Centrum,Stadskanaal,Buurt,BU00370110,9501.0
474,BU00370111,370111,Stadskanaal Noord,Stadskanaal,Buurt,BU00370111,9501.0
475,BU00370112,370112,Waterland,Stadskanaal,Buurt,BU00370112,9501.0
476,WK003702,3702,Musselkanaal,Stadskanaal,Wijk,WK003702,
477,BU00370200,370200,Musselkanaal Centrum,Stadskanaal,Buurt,BU00370200,9581.0
478,BU00370201,370201,Musselkanaal Zuid,Stadskanaal,Buurt,BU00370201,9581.0
479,BU00370202,370202,Musselkanaal Noord,Stadskanaal,Buurt,BU00370202,9581.0
480,BU00370203,370203,Ceresdorp,Stadskanaal,Buurt,BU00370203,9581.0
481,WK003703,3703,Onstwedde,Stadskanaal,Wijk,WK003703,
482,BU00370300,370300,Onstwedde,Stadskanaal,Buurt,BU00370300,9591.0
483,BU00370301,370301,Holte,Stadskanaal,Buurt,BU00370301,9591.0
484,BU00370308,370308,Onstwedde Buitengebied Noord,Stadskanaal,Buurt,BU00370308,9591.0
485,BU00370309,370309,Onstwedde Buitengebied Zuid,Stadskanaal,Buurt,BU00370309,9591.0
486,WK003704,3704,Mussel,Stadskanaal,Wijk,WK003704,
487,BU00370400,370400,Mussel,Stadskanaal,Buurt,BU00370400,9584.0
488,BU00370401,370401,Kopstukken,Stadskanaal,Buurt,BU00370401,9584.0
489,BU00370402,370402,Vledderveen,Stadskanaal,Buurt,BU00370402,9585.0
490,BU00370409,370409,Mussel Buitengebied,Stadskanaal,Buurt,BU00370409,9584.0
491,WK003705,3705,Alteveer,Stadskanaal,Wijk,WK003705,
492,BU00370500,370500,Alteveer,Stadskanaal,Buurt,BU00370500,9661.0
493,BU00370509,370509,Alteveer Buitengebied,Stadskanaal,Buurt,BU00370509,9661.0
494,GM0040,40,Slochteren,Slochteren,Gemeente,GM0040,
495,WK004000,4000,Wijk 00 Slochteren-Kolham,Slochteren,Wijk,WK004000,
496,BU00400000,400000,Slochteren,Slochteren,Buurt,BU00400000,9621.0
497,BU00400001,400001,Kolham,Slochteren,Buurt,BU00400001,9615.0
498,BU00400002,400002,'s-Gravenschans en Ruiten,Slochteren,Buurt,BU00400002,9621.0
499,BU00400003,400003,Rengerslaan,Slochteren,Buurt,BU00400003,9615.0
500,BU00400004,400004,Knijpslaan,Slochteren,Buurt,BU00400004,9615.0
501,BU00400006,400006,Froombosch,Slochteren,Buurt,BU00400006,9619.0
502,BU00400007,400007,Verspreide huizen ten oosten van Slochteren,Slochteren,Buurt,BU00400007,9619.0
503,BU00400008,400008,Verspreide huizen ten zuiden van Kolham,Slochteren,Buurt,BU00400008,9615.0
504,BU00400009,400009,Verspreide huizen in de Hooilandspolder,Slochteren,Buurt,BU00400009,9621.0
505,WK004001,4001,Wijk 01 Schildwolde-Hellum,Slochteren,Wijk,WK004001,
506,BU00400100,400100,Schildwolde,Slochteren,Buurt,BU00400100,9626.0
507,BU00400101,400101,Hellum,Slochteren,Buurt,BU00400101,9627.0
508,BU00400102,400102,Meenteweg,Slochteren,Buurt,BU00400102,9626.0
509,BU00400108,400108,Verspreide huizen ten noorden van Het Siep,Slochteren,Buurt,BU00400108,9626.0
510,BU00400109,400109,Verspreide huizen in De Zanden,Slochteren,Buurt,BU00400109,9626.0
511,WK004002,4002,Wijk 02 Siddeburen,Slochteren,Wijk,WK004002,
512,BU00400200,400200,Siddeburen,Slochteren,Buurt,BU00400200,9628.0
513,BU00400201,400201,Oudeweg en Hoofdweg en Oostwolderweg,Slochteren,Buurt,BU00400201,9628.0
514,BU00400203,400203,Steendam,Slochteren,Buurt,BU00400203,9629.0
515,BU00400204,400204,Tjuchem,Slochteren,Buurt,BU00400204,9939.0
516,BU00400208,400208,Verspreide huizen in het Siddebuursterveen,Slochteren,Buurt,BU00400208,9628.0
517,BU00400209,400209,Verspreide huizen ten noorden van Siddeburen,Slochteren,Buurt,BU00400209,9629.0
518,WK004003,4003,Wijk 03 Harkstede,Slochteren,Wijk,WK004003,
519,BU00400300,400300,Harkstede,Slochteren,Buurt,BU00400300,9617.0
520,BU00400301,400301,Scharmer,Slochteren,Buurt,BU00400301,9617.0
521,BU00400302,400302,Hamweg,Slochteren,Buurt,BU00400302,9617.0
522,BU00400304,400304,Borgweg (gedeeltelijk),Slochteren,Buurt,BU00400304,9616.0
523,BU00400308,400308,Verspreide huizen ten oosten van Hamweg,Slochteren,Buurt,BU00400308,9618.0
524,BU00400309,400309,Verspreide huizen in het Westen,Slochteren,Buurt,BU00400309,9616.0
525,WK004004,4004,Wijk 04 Overschild,Slochteren,Wijk,WK004004,
526,BU00400400,400400,Overschild,Slochteren,Buurt,BU00400400,9625.0
527,BU00400409,400409,Verspreide huizen Overschild,Slochteren,Buurt,BU00400409,9625.0
528,GM0047,47,Veendam,Veendam,Gemeente,GM0047,
529,WK004700,4700,Wijk 00 Veendam-kern,Veendam,Wijk,WK004700,
530,BU00470000,470000,Veendam-Centrum,Veendam,Buurt,BU00470000,9641.0
531,BU00470001,470001,Veendam-Oude Ae,Veendam,Buurt,BU00470001,9645.0
532,BU00470002,470002,Veendam-Middenweg en omgeving,Veendam,Buurt,BU00470002,9645.0
533,BU00470003,470003,Veendam en omgeving station,Veendam,Buurt,BU00470003,9641.0
534,BU00470004,470004,Veendam-Zuid,Veendam,Buurt,BU00470004,9641.0
535,BU00470005,470005,Veendam-Sorghvliet,Veendam,Buurt,BU00470005,9642.0
536,BU00470006,470006,Veendam-industriegebied,Veendam,Buurt,BU00470006,9641.0
537,BU00470007,470007,Buitenwoel,Veendam,Buurt,BU00470007,9646.0
538,WK004701,4701,Wijk 01 Veendam-buitengebied,Veendam,Wijk,WK004701,
539,BU00470100,470100,Borgercompagnie (gedeeltelijk),Veendam,Buurt,BU00470100,9631.0
540,BU00470101,470101,Ommelanderwijk,Veendam,Buurt,BU00470101,9644.0
541,BU00470102,470102,Zuidwending,Veendam,Buurt,BU00470102,9644.0
542,BU00470109,470109,Verspreide huizen,Veendam,Buurt,BU00470109,9644.0
543,WK004702,4702,Wijk 02 Wildervank,Veendam,Wijk,WK004702,
544,BU00470200,470200,Wildervank,Veendam,Buurt,BU00470200,9648.0
545,BU00470201,470201,Boven-Wildervank,Veendam,Buurt,BU00470201,9648.0
546,BU00470202,470202,Bareveld,Veendam,Buurt,BU00470202,9648.0
547,BU00470203,470203,Wildervanksterdallen,Veendam,Buurt,BU00470203,9648.0
548,BU00470209,470209,Verspreide huizen,Veendam,Buurt,BU00470209,9648.0
549,GM0048,48,Vlagtwedde,Vlagtwedde,Gemeente,GM0048,
550,WK004800,4800,Wijk 00 Sellingen,Vlagtwedde,Wijk,WK004800,
551,BU00480000,480000,Sellingen,Vlagtwedde,Buurt,BU00480000,9551.0
552,BU00480001,480001,Laude,Vlagtwedde,Buurt,BU00480001,9551.0
553,BU00480004,480004,Jipsinghuizen en Plaggenborg,Vlagtwedde,Buurt,BU00480004,9551.0
554,BU00480006,480006,Leemdobben en Lammerweg,Vlagtwedde,Buurt,BU00480006,9551.0
555,BU00480008,480008,Verspreide huizen ten oosten van Ruiten A-kanaal,Vlagtwedde,Buurt,BU00480008,9551.0
556,BU00480009,480009,Verspreide huizen Sellingen,Vlagtwedde,Buurt,BU00480009,9551.0
557,WK004801,4801,Wijk 01 Vlagtwedde,Vlagtwedde,Wijk,WK004801,
558,BU00480100,480100,Vlagtwedde,Vlagtwedde,Buurt,BU00480100,9541.0
559,BU00480101,480101,Wollinghuizen,Vlagtwedde,Buurt,BU00480101,9541.0
560,BU00480102,480102,Vlagtwedder-Veldhuis,Vlagtwedde,Buurt,BU00480102,9541.0
561,BU00480103,480103,Veele,Vlagtwedde,Buurt,BU00480103,9541.0
562,BU00480104,480104,Ellersinghuizen,Vlagtwedde,Buurt,BU00480104,9541.0
563,BU00480109,480109,Verspreide huizen Vlagtwedde,Vlagtwedde,Buurt,BU00480109,9541.0
564,WK004802,4802,Wijk 02 Bourtange,Vlagtwedde,Wijk,WK004802,
565,BU00480200,480200,Bourtange,Vlagtwedde,Buurt,BU00480200,9545.0
566,BU00480201,480201,Pallert,Vlagtwedde,Buurt,BU00480201,9545.0
567,BU00480202,480202,Weite,Vlagtwedde,Buurt,BU00480202,9541.0
568,BU00480204,480204,Stakenborg,Vlagtwedde,Buurt,BU00480204,9545.0
569,BU00480207,480207,Verspreide huizen Hebrecht,Vlagtwedde,Buurt,BU00480207,9541.0
570,BU00480208,480208,Verspreide huizen Bourtange,Vlagtwedde,Buurt,BU00480208,9541.0
571,BU00480209,480209,Verspreide huizen ten noorden van Vlagtwedde,Vlagtwedde,Buurt,BU00480209,9545.0
572,WK004803,4803,Wijk 03 Sellingerbeetse,Vlagtwedde,Wijk,WK004803,
573,BU00480300,480300,Harpel,Vlagtwedde,Buurt,BU00480300,9541.0
574,BU00480301,480301,Sellingerbeetse,Vlagtwedde,Buurt,BU00480301,9551.0
575,BU00480302,480302,Jipsingboertange,Vlagtwedde,Buurt,BU00480302,9551.0
576,BU00480309,480309,Verspreide huizen tussen Harpel en Sellingerbeetse,Vlagtwedde,Buurt,BU00480309,9551.0
577,WK004804,4804,Wijk 04 Ter Apel,Vlagtwedde,Wijk,WK004804,
578,BU00480400,480400,Ter Apel,Vlagtwedde,Buurt,BU00480400,9561.0
579,BU00480401,480401,Barnflair,Vlagtwedde,Buurt,BU00480401,9561.0
580,BU00480402,480402,Ter Apelkanaal,Vlagtwedde,Buurt,BU00480402,9563.0
581,BU00480403,480403,Ter Apel-West,Vlagtwedde,Buurt,BU00480403,9561.0
582,BU00480404,480404,Jipsingboermussel en Zandberg,Vlagtwedde,Buurt,BU00480404,9563.0
583,BU00480405,480405,Munnekemoer,Vlagtwedde,Buurt,BU00480405,9561.0
584,BU00480406,480406,Burgemeester Beinsdorp,Vlagtwedde,Buurt,BU00480406,9561.0
585,BU00480407,480407,Agobuurt,Vlagtwedde,Buurt,BU00480407,9561.0
586,BU00480408,480408,Ter Apel 't Heem,Vlagtwedde,Buurt,BU00480408,9561.0
587,BU00480409,480409,Verspreide huizen Ter Apel en Ter Apelkanaal,Vlagtwedde,Buurt,BU00480409,9561.0
588,WK004805,4805,Wijk 05 Ter Wisch,Vlagtwedde,Wijk,WK004805,
589,BU00480508,480508,Verspreide huizen te Laudermarke,Vlagtwedde,Buurt,BU00480508,9561.0
590,BU00480509,480509,Verspreide huizen Ter Wisch,Vlagtwedde,Buurt,BU00480509,9551.0
591,WK004806,4806,Wijk 06 de Maten,Vlagtwedde,Wijk,WK004806,
592,BU00480600,480600,De Maten,Vlagtwedde,Buurt,BU00480600,9561.0
593,BU00480609,480609,Verspreide huizen ten zuiden van Ter Apel,Vlagtwedde,Buurt,BU00480609,9561.0
594,GM0050,50,Zeewolde,Zeewolde,Gemeente,GM0050,
595,WK005000,5000,Wijk 00,Zeewolde,Wijk,WK005000,
596,BU00500000,500000,Centrum,Zeewolde,Buurt,BU00500000,3891.0
597,BU00500001,500001,Eerste woonwijk,Zeewolde,Buurt,BU00500001,3891.0
598,BU00500002,500002,Tweede woonwijk,Zeewolde,Buurt,BU00500002,3892.0
599,BU00500003,500003,Derde woonwijk,Zeewolde,Buurt,BU00500003,3893.0
600,BU00500004,500004,Buurt 4,Zeewolde,Buurt,BU00500004,3894.0
601,BU00500005,500005,Buurt 5,Zeewolde,Buurt,BU00500005,3895.0
602,BU00500006,500006,Zuidlob,Zeewolde,Buurt,BU00500006,3896.0
603,BU00500007,500007,Middengebied,Zeewolde,Buurt,BU00500007,3897.0
604,BU00500008,500008,Knardijkgebied,Zeewolde,Buurt,BU00500008,3898.0
605,BU00500009,500009,Trekkersveld,Zeewolde,Buurt,BU00500009,3899.0
606,BU00500010,500010,Horstenparc,Zeewolde,Buurt,BU00500010,3897.0
607,GM0053,53,Winsum,Winsum,Gemeente,GM0053,
608,WK005300,5300,Wijk 00,Winsum,Wijk,WK005300,
609,BU00530000,530000,Winsum,Winsum,Buurt,BU00530000,9951.0
610,BU00530001,530001,Obergum,Winsum,Buurt,BU00530001,9951.0
611,BU00530002,530002,Ripperda,Winsum,Buurt,BU00530002,9951.0
612,BU00530003,530003,Potmaar,Winsum,Buurt,BU00530003,9951.0
613,BU00530004,530004,De Brake,Winsum,Buurt,BU00530004,9951.0
614,BU00530009,530009,Verspreide huizen Winsum,Winsum,Buurt,BU00530009,9951.0
615,WK005301,5301,Wijk 01,Winsum,Wijk,WK005301,
616,BU00530100,530100,Ezinge,Winsum,Buurt,BU00530100,9891.0
617,BU00530101,530101,Feerwerd,Winsum,Buurt,BU00530101,9892.0
618,BU00530102,530102,Garnwerd,Winsum,Buurt,BU00530102,9893.0
619,BU00530109,530109,Verspreide huizen Ezinge,Winsum,Buurt,BU00530109,9892.0
620,WK005302,5302,Wijk 02,Winsum,Wijk,WK005302,
621,BU00530200,530200,Baflo,Winsum,Buurt,BU00530200,9953.0
622,BU00530201,530201,Den Andel,Winsum,Buurt,BU00530201,9956.0
623,BU00530202,530202,Rasquert,Winsum,Buurt,BU00530202,9955.0
624,BU00530203,530203,Tinallinge,Winsum,Buurt,BU00530203,9954.0
625,BU00530204,530204,Saaxumhuizen,Winsum,Buurt,BU00530204,9957.0
626,BU00530209,530209,Verspreide huizen Baflo,Winsum,Buurt,BU00530209,9956.0
627,WK005303,5303,Wijk 03,Winsum,Wijk,WK005303,
628,BU00530300,530300,Adorp,Winsum,Buurt,BU00530300,9774.0
629,BU00530301,530301,Sauwerd,Winsum,Buurt,BU00530301,9771.0
630,BU00530302,530302,Wetsinge,Winsum,Buurt,BU00530302,9773.0
631,BU00530309,530309,Verspreide huizen Adorp,Winsum,Buurt,BU00530309,9771.0
632,GM0056,56,Zuidhorn,Zuidhorn,Gemeente,GM0056,
633,WK005600,5600,Wijk 00,Zuidhorn,Wijk,WK005600,
634,BU00560000,560000,Zuidhorn,Zuidhorn,Buurt,BU00560000,9801.0
635,BU00560001,560001,Noordhorn,Zuidhorn,Buurt,BU00560001,9804.0
636,BU00560002,560002,Niezijl,Zuidhorn,Buurt,BU00560002,9842.0
637,BU00560003,560003,Briltil,Zuidhorn,Buurt,BU00560003,9805.0
638,BU00560009,560009,Verspreide huizen Zuidhorn,Zuidhorn,Buurt,BU00560009,9801.0
639,WK005601,5601,Wijk 01,Zuidhorn,Wijk,WK005601,
640,BU00560100,560100,Grijpskerk,Zuidhorn,Buurt,BU00560100,9843.0
641,BU00560102,560102,Visvliet,Zuidhorn,Buurt,BU00560102,9845.0
642,BU00560103,560103,Kommerzijl,Zuidhorn,Buurt,BU00560103,9881.0
