,jaar,wijkcode,buurtcode,fijnstof,roet,no2,woz,stedelijkheid,bevolkingsdichtheid,statuscode
32207,2015,WK076601,BU07660111,18.8,0.72,18.25,216,3,956,0.97
32208,2014,WK076601,BU07660111,21.21,0.85,18.21,221,3,955,1.07
32209,2013,WK076601,BU07660112,,0.79,19.33,234,3,958,0.8075
32210,2016,WK076601,BU07660112,17.76,0.76,17.9,216,3,957,0.87
32211,2015,WK076601,BU07660112,18.78,0.71,17.95,216,3,956,0.97
32212,2014,WK076601,BU07660112,21.11,0.84,17.93,221,3,955,1.07
32213,2013,WK076602,BU07660217,,0.79,19.45,292,5,437,0.72
32214,2016,WK076602,BU07660217,17.94,0.77,18.2,265,5,451,0.78
32215,2015,WK076602,BU07660217,18.89,0.71,18.18,267,5,451,0.73
32216,2014,WK076602,BU07660217,21.11,0.83,17.94,273,5,448,0.68
32217,2013,WK076602,BU07660216,,0.78,19.31,292,5,437,0.72
32218,2016,WK076602,BU07660216,17.8,0.76,18.05,265,5,451,0.78
32219,2015,WK076602,BU07660216,18.77,0.71,18.02,267,5,451,0.73
32220,2014,WK076602,BU07660216,21.08,0.84,18.06,273,5,448,0.68
32221,2013,WK077000,BU07700000,,0.88,21.56,296,4,435,0.375
32222,2016,WK077000,BU07700000,17.69,0.84,19.43,262,4,447,0.31
32223,2015,WK077000,BU07700000,19.16,0.8,19.28,266,4,441,0.305
32224,2014,WK077000,BU07700000,21.37,0.92,19.9,279,4,437,0.3
32225,2013,WK077000,BU07700008,,0.93,24.04,296,4,435,0.375
32226,2016,WK077000,BU07700008,17.95,0.85,22.32,262,4,447,0.31
32227,2015,WK077000,BU07700008,19.93,0.81,21.58,266,4,441,0.305
32228,2014,WK077000,BU07700008,21.7,0.97,23.23,279,4,437,0.3
32229,2013,WK077000,BU07700004,,0.82,19.92,296,4,435,0.375
32230,2016,WK077000,BU07700004,17.69,0.82,18.29,262,4,447,0.31
32231,2015,WK077000,BU07700004,19.09,0.79,18.17,266,4,441,0.305
32232,2014,WK077000,BU07700004,21.32,0.88,18.38,279,4,437,0.3
32233,2013,WK077000,BU07700006,,0.86,21.18,296,4,435,0.375
32234,2016,WK077000,BU07700006,17.98,0.84,19.44,262,4,447,0.31
32235,2015,WK077000,BU07700006,19.98,0.82,19.56,266,4,441,0.305
32236,2014,WK077000,BU07700006,21.71,0.9,19.86,279,4,437,0.3
32237,2013,WK077000,BU07700002,,0.8,18.98,296,4,435,0.375
32238,2016,WK077000,BU07700002,17.88,0.82,17.52,262,4,447,0.31
32239,2015,WK077000,BU07700002,19.32,0.78,17.37,266,4,441,0.305
32240,2014,WK077000,BU07700002,21.57,0.86,17.54,279,4,437,0.3
32241,2013,WK077000,BU07700001,,0.87,21.17,296,4,435,0.375
32242,2016,WK077000,BU07700001,17.86,0.86,19.51,262,4,447,0.31
32243,2015,WK077000,BU07700001,19.44,0.83,19.39,266,4,441,0.305
32244,2014,WK077000,BU07700001,21.48,0.92,19.58,279,4,437,0.3
32245,2013,WK077000,BU07700007,,0.8,19.17,296,4,435,0.375
32246,2016,WK077000,BU07700007,18.18,0.81,17.55,262,4,447,0.31
32247,2015,WK077000,BU07700007,20.04,0.79,17.25,266,4,441,0.305
32248,2014,WK077000,BU07700007,21.89,0.87,17.66,279,4,437,0.3
32249,2013,WK077000,BU07700009,,0.76,18.06,296,4,435,0.375
32250,2016,WK077000,BU07700009,17.53,0.77,16.43,262,4,447,0.31
32251,2015,WK077000,BU07700009,19.13,0.75,16.22,266,4,441,0.305
32252,2014,WK077000,BU07700009,21.32,0.82,16.6,279,4,437,0.3
32253,2013,WK077000,BU07700003,,0.79,19.05,296,4,435,0.375
32254,2016,WK077000,BU07700003,17.69,0.81,17.79,262,4,447,0.31
32255,2015,WK077000,BU07700003,19.06,0.78,17.57,266,4,441,0.305
32256,2014,WK077000,BU07700003,21.28,0.85,17.54,279,4,437,0.3
32257,2013,WK077000,BU07700005,,0.94,24.57,296,4,435,0.375
32258,2016,WK077000,BU07700005,17.67,0.85,22.22,262,4,447,0.31
32259,2015,WK077000,BU07700005,19.24,0.81,21.92,266,4,441,0.305
32260,2014,WK077000,BU07700005,21.44,0.97,23.18,279,4,437,0.3
32261,2013,WK077001,BU07700109,,0.8,19.67,341,5,260,-0.025
32262,2016,WK077001,BU07700109,18.08,0.78,18.27,337,5,262,-0.9
32263,2015,WK077001,BU07700109,19.51,0.75,17.93,306,5,259,-0.58
32264,2014,WK077001,BU07700109,21.71,0.87,18.85,320,5,257,-0.26
32265,2013,WK077001,BU07700102,,0.81,20.58,341,5,260,-0.025
32266,2016,WK077001,BU07700102,17.57,0.75,18.62,337,5,262,-0.9
32267,2015,WK077001,BU07700102,19.1,0.72,18.27,306,5,259,-0.58
32268,2014,WK077001,BU07700102,21.42,0.88,19.82,320,5,257,-0.26
32269,2013,WK077001,BU07700101,,0.84,21.47,341,5,260,-0.025
32270,2016,WK077001,BU07700101,17.85,0.81,20.57,337,5,262,-0.9
32271,2015,WK077001,BU07700101,19.31,0.77,19.73,306,5,259,-0.58
32272,2014,WK077001,BU07700101,21.64,0.92,21.4,320,5,257,-0.26
32273,2013,WK077001,BU07700100,,0.82,20.35,341,5,260,-0.025
32274,2016,WK077001,BU07700100,17.65,0.79,18.79,337,5,262,-0.9
32275,2015,WK077001,BU07700100,19.17,0.76,18.39,306,5,259,-0.58
32276,2014,WK077001,BU07700100,21.43,0.89,19.51,320,5,257,-0.26
32277,2013,WK077002,BU07700200,,0.8,19.44,309,5,209,0.7075
32278,2016,WK077002,BU07700200,17.41,0.78,17.73,275,5,212,0.78
32279,2015,WK077002,BU07700200,19.04,0.75,17.44,284,5,211,0.78
32280,2014,WK077002,BU07700200,21.19,0.85,18.09,296,5,207,0.78
32281,2013,WK077002,BU07700209,,0.83,20.6,309,5,209,0.7075
32282,2016,WK077002,BU07700209,17.48,0.8,18.64,275,5,212,0.78
32283,2015,WK077002,BU07700209,19.17,0.76,18.4,284,5,211,0.78
32284,2014,WK077002,BU07700209,21.3,0.88,19.42,296,5,207,0.78
32285,2013,WK077003,BU07700309,,0.73,17.47,351,5,118,0.1525
32286,2016,WK077003,BU07700309,18.04,0.74,16.31,313,5,117,0.36
32287,2015,WK077003,BU07700309,19.38,0.71,16.11,318,5,117,0.245
32288,2014,WK077003,BU07700309,21.71,0.8,16.61,330,5,116,0.13
32289,2013,WK077003,BU07700300,,0.74,17.69,351,5,118,0.1525
32290,2016,WK077003,BU07700300,17.7,0.76,16.98,313,5,117,0.36
32291,2015,WK077003,BU07700300,19.08,0.73,16.64,318,5,117,0.245
32292,2014,WK077003,BU07700300,21.32,0.81,16.94,330,5,116,0.13
32293,2013,WK077004,BU07700409,,0.76,17.92,338,5,109,0.4425
32294,2016,WK077004,BU07700409,17.74,0.76,16.87,294,5,111,0.5
32295,2015,WK077004,BU07700409,19.28,0.71,16.51,303,5,109,0.485
32296,2014,WK077004,BU07700409,21.55,0.81,17.27,309,5,108,0.47
32297,2013,WK077004,BU07700400,,0.77,18.02,338,5,109,0.4425
32298,2016,WK077004,BU07700400,17.82,0.77,17.07,294,5,111,0.5
32299,2015,WK077004,BU07700400,19.27,0.73,16.7,303,5,109,0.485
32300,2014,WK077004,BU07700400,21.54,0.83,17.45,309,5,108,0.47
32301,2013,WK077005,BU07700501,,0.83,20.22,392,5,115,0.7175
32302,2016,WK077005,BU07700501,17.32,0.79,19.15,342,5,120,0.72
32303,2015,WK077005,BU07700501,18.85,0.76,18.35,359,5,118,0.745
32304,2014,WK077005,BU07700501,21.22,0.89,19.95,370,5,116,0.77
32305,2013,WK077005,BU07700509,,0.8,19.09,392,5,115,0.7175
32306,2016,WK077005,BU07700509,17.63,0.78,18.1,342,5,120,0.72
32307,2015,WK077005,BU07700509,19.19,0.74,17.5,359,5,118,0.745
32308,2014,WK077005,BU07700509,21.38,0.86,18.37,370,5,116,0.77
32309,2013,WK077005,BU07700500,,0.78,18.35,392,5,115,0.7175
32310,2016,WK077005,BU07700500,17.32,0.77,17.35,342,5,120,0.72
32311,2015,WK077005,BU07700500,18.86,0.74,16.97,359,5,118,0.745
32312,2014,WK077005,BU07700500,21.14,0.84,17.69,370,5,116,0.77
32313,2013,WK077211,BU07721113,,1.3,28.88,230,1,2532,1.0575
32314,2016,WK077211,BU07721113,19.95,1.19,29.06,189,1,2609,1.3
32315,2015,WK077211,BU07721113,21.08,1.14,28.07,216,1,2586,1.21
32316,2014,WK077211,BU07721113,23.41,1.34,28.81,214,1,2502,1.12
32317,2013,WK077211,BU07721115,,1.31,29.36,230,1,2532,-0.8225
32318,2016,WK077211,BU07721115,19.31,1.16,28.87,189,1,2609,-0.37
32319,2015,WK077211,BU07721115,20.54,1.14,27.57,216,1,2586,-0.605
32320,2014,WK077211,BU07721115,22.98,1.35,29.07,214,1,2502,-0.84
32321,2013,WK077211,BU07721111,,1.24,28,230,1,2532,1.0575
32322,2016,WK077211,BU07721111,19.55,1.15,29.39,189,1,2609,1.3
32323,2015,WK077211,BU07721111,20.71,1.11,28.22,216,1,2586,1.21
32324,2014,WK077211,BU07721111,23.07,1.29,27.81,214,1,2502,1.12
32325,2013,WK077211,BU07721114,,1.41,31.19,230,1,2532,-0.8225
32326,2016,WK077211,BU07721114,20.18,1.27,32.83,189,1,2609,-0.37
32327,2015,WK077211,BU07721114,21.31,1.23,31.17,216,1,2586,-0.605
32328,2014,WK077211,BU07721114,23.7,1.45,31.07,214,1,2502,-0.84
32329,2013,WK077211,BU07721112,,1.22,27.88,230,1,2532,1.0575
32330,2016,WK077211,BU07721112,19.71,1.14,27.39,189,1,2609,1.3
32331,2015,WK077211,BU07721112,20.82,1.09,26.49,216,1,2586,1.21
32332,2014,WK077211,BU07721112,23.22,1.28,27.7,214,1,2502,1.12
32333,2013,WK077212,BU07721211,,1.11,25.79,249,2,2861,1.0575
32334,2016,WK077212,BU07721211,19.21,1.04,24.44,233,1,2909,1.3
32335,2015,WK077212,BU07721211,20.35,1,23.5,230,1,2886,1.21
32336,2014,WK077212,BU07721211,22.76,1.17,25.66,232,2,2866,1.12
32337,2013,WK077212,BU07721232,,1.1,25.84,249,2,2861,-0.83
32338,2016,WK077212,BU07721232,18.91,1.01,23.45,233,1,2909,-0.79
32339,2015,WK077212,BU07721232,20.15,0.98,23.8,230,1,2886,-0.78
32340,2014,WK077212,BU07721232,22.57,1.14,26.15,232,2,2866,-0.77
32341,2013,WK077212,BU07721238,,0.97,23.47,249,2,2861,0.545
32342,2013,WK077216,BU07721238,,0.94,21.76,220,2,1021,0.545
32343,2016,WK077212,BU07721238,18.2,0.89,21,233,1,2909,0.59
32344,2016,WK077216,BU07721238,18.23,0.91,20.34,209,2,1143,0.59
32345,2015,WK077212,BU07721238,19.51,0.85,20.58,230,1,2886,0.575
32346,2015,WK077216,BU07721238,19.54,0.85,19.47,207,2,1126,0.575
32347,2014,WK077212,BU07721238,22,1.01,23.11,232,2,2866,0.56
32348,2014,WK077216,BU07721238,22.54,1.02,21.34,213,2,1097,0.56
32349,2013,WK077212,BU07721640,,0.97,23.47,249,2,2861,1.6225
32350,2013,WK077216,BU07721640,,0.94,21.76,220,2,1021,1.6225
32351,2016,WK077212,BU07721640,18.2,0.89,21,233,1,2909,1.59
32352,2016,WK077216,BU07721640,18.23,0.91,20.34,209,2,1143,1.59
32353,2015,WK077212,BU07721640,19.51,0.85,20.58,230,1,2886,1.625
32354,2015,WK077216,BU07721640,19.54,0.85,19.47,207,2,1126,1.625
32355,2014,WK077212,BU07721640,22,1.01,23.11,232,2,2866,1.66
32356,2014,WK077216,BU07721640,22.54,1.02,21.34,213,2,1097,1.66
32357,2013,WK077212,BU07721215,,1.19,27.54,249,2,2861,0.3825
32358,2016,WK077212,BU07721215,19.59,1.1,25.4,233,1,2909,0.57
32359,2015,WK077212,BU07721215,20.64,1.04,24.46,230,1,2886,0.535
32360,2014,WK077212,BU07721215,23.16,1.23,27.23,232,2,2866,0.5
32361,2013,WK077212,BU07721223,,1.18,27.29,249,2,2861,0.37
32362,2013,WK077212,BU07721223,,1,23.75,249,2,2861,0.37
32363,2016,WK077212,BU07721223,18.94,1.05,25.33,233,1,2909,0.54
32364,2016,WK077212,BU07721223,18.57,0.94,21.29,233,1,2909,0.54
32365,2015,WK077212,BU07721223,20.24,1.02,24.72,230,1,2886,0.455
32366,2015,WK077212,BU07721223,19.89,0.91,22.11,230,1,2886,0.455
32367,2014,WK077212,BU07721223,22.7,1.2,26.78,232,2,2866,0.37
32368,2014,WK077212,BU07721223,22.33,1.05,24.3,232,2,2866,0.37
32369,2013,WK077212,BU07721230,,1.18,27.29,249,2,2861,-1.0275
32370,2013,WK077212,BU07721230,,1,23.75,249,2,2861,-1.0275
32371,2016,WK077212,BU07721230,18.94,1.05,25.33,233,1,2909,-1.12
32372,2016,WK077212,BU07721230,18.57,0.94,21.29,233,1,2909,-1.12
32373,2015,WK077212,BU07721230,20.24,1.02,24.72,230,1,2886,-1.115
32374,2015,WK077212,BU07721230,19.89,0.91,22.11,230,1,2886,-1.115
32375,2014,WK077212,BU07721230,22.7,1.2,26.78,232,2,2866,-1.11
32376,2014,WK077212,BU07721230,22.33,1.05,24.3,232,2,2866,-1.11
32377,2013,WK077212,BU07721222,,1.14,26.52,249,2,2861,0.37
32378,2016,WK077212,BU07721222,19.07,1.04,24.34,233,1,2909,0.54
32379,2015,WK077212,BU07721222,20.3,1,23.88,230,1,2886,0.455
32380,2014,WK077212,BU07721222,22.76,1.18,26.08,232,2,2866,0.37
32381,2013,WK077212,BU07721218,,1.17,27.15,249,2,2861,0.665
32382,2016,WK077212,BU07721218,19.22,1.07,25.73,233,1,2909,0.84
32383,2015,WK077212,BU07721218,20.44,1.03,24.91,230,1,2886,0.805
32384,2014,WK077212,BU07721218,22.9,1.22,26.93,232,2,2866,0.77
32385,2013,WK077212,BU07721240,,0.94,22.78,249,2,2861,-1.0275
32386,2016,WK077212,BU07721240,18.27,0.86,20.77,233,1,2909,-1.12
32387,2015,WK077212,BU07721240,19.47,0.81,20.42,230,1,2886,-1.115
32388,2014,WK077212,BU07721240,21.96,0.98,23.09,232,2,2866,-1.11
32389,2013,WK077212,BU07721235,,0.94,22.45,249,2,2861,0.545
32390,2016,WK077212,BU07721235,18.32,0.88,20.07,233,1,2909,0.59
32391,2015,WK077212,BU07721235,19.61,0.84,19.86,230,1,2886,0.575
32392,2014,WK077212,BU07721235,22.04,0.98,22.16,232,2,2866,0.56
32393,2013,WK077212,BU07721216,,1.27,29.14,249,2,2861,0.665
32394,2016,WK077212,BU07721216,19.72,1.14,26.66,233,1,2909,0.84
32395,2015,WK077212,BU07721216,20.86,1.1,26.11,230,1,2886,0.805
32396,2014,WK077212,BU07721216,23.35,1.29,28.58,232,2,2866,0.77
32397,2013,WK077212,BU07721237,,1.09,25.64,249,2,2861,-0.83
32398,2016,WK077212,BU07721237,19.09,1.02,23.39,233,1,2909,-0.79
32399,2015,WK077212,BU07721237,20.27,0.98,22.84,230,1,2886,-0.78
32400,2014,WK077212,BU07721237,22.74,1.15,25.29,232,2,2866,-0.77
32401,2013,WK077212,BU07721225,,1.06,26.33,249,2,2861,0.37
32402,2016,WK077212,BU07721225,18.27,0.91,23.86,233,1,2909,0.54
32403,2015,WK077212,BU07721225,19.64,0.87,23.45,230,1,2886,0.455
32404,2014,WK077212,BU07721225,22.22,1.1,26.35,232,2,2866,0.37
32405,2013,WK077212,BU07721212,,1.18,27.11,249,2,2861,1.0575
32406,2016,WK077212,BU07721212,19.52,1.09,25.75,233,1,2909,1.3
32407,2015,WK077212,BU07721212,20.64,1.04,24.81,230,1,2886,1.21
32408,2014,WK077212,BU07721212,23.07,1.22,26.63,232,2,2866,1.12
32409,2013,WK077212,BU07721213,,1.15,26.74,249,2,2861,1.0575
32410,2016,WK077212,BU07721213,19.48,1.09,26.08,233,1,2909,1.3
32411,2015,WK077212,BU07721213,20.65,1.05,25.28,230,1,2886,1.21
32412,2014,WK077212,BU07721213,23.02,1.23,26.55,232,2,2866,1.12
32413,2013,WK077212,BU07721217,,1.2,27.54,249,2,2861,0.665
32414,2016,WK077212,BU07721217,19.27,1.08,26.09,233,1,2909,0.84
32415,2015,WK077212,BU07721217,20.5,1.05,25.29,230,1,2886,0.805
32416,2014,WK077212,BU07721217,22.95,1.24,27.15,232,2,2866,0.77
32417,2013,WK077212,BU07721233,,1.08,25.25,249,2,2861,-0.83
32418,2016,WK077212,BU07721233,19.19,1.02,23.17,233,1,2909,-0.79
32419,2015,WK077212,BU07721233,20.35,0.98,22.65,230,1,2886,-0.78
32420,2014,WK077212,BU07721233,22.78,1.14,24.88,232,2,2866,-0.77
32421,2013,WK077212,BU07721224,,1.02,25.81,249,2,2861,0.37
32422,2013,WK077216,BU07721224,,1.18,27.39,220,2,1021,0.37
32423,2016,WK077212,BU07721224,18.11,0.88,23.11,233,1,2909,0.54
32424,2016,WK077216,BU07721224,19.88,1.08,26.66,209,2,1143,0.54
32425,2015,WK077212,BU07721224,19.51,0.83,22.64,230,1,2886,0.455
32426,2015,WK077216,BU07721224,20.98,1.04,25.51,207,2,1126,0.455
32427,2014,WK077212,BU07721224,22.07,1.06,25.54,232,2,2866,0.37
32428,2014,WK077216,BU07721224,23.26,1.22,26.96,213,2,1097,0.37
32429,2013,WK077212,BU07721613,,1.02,25.81,249,2,2861,0.1225
32430,2013,WK077216,BU07721613,,1.18,27.39,220,2,1021,0.1225
32431,2016,WK077212,BU07721613,18.11,0.88,23.11,233,1,2909,0.39
32432,2016,WK077216,BU07721613,19.88,1.08,26.66,209,2,1143,0.39
32433,2015,WK077212,BU07721613,19.51,0.83,22.64,230,1,2886,0.31
32434,2015,WK077216,BU07721613,20.98,1.04,25.51,207,2,1126,0.31
32435,2014,WK077212,BU07721613,22.07,1.06,25.54,232,2,2866,0.23
32436,2014,WK077216,BU07721613,23.26,1.22,26.96,213,2,1097,0.23
32437,2013,WK077212,BU07721236,,1.21,27.96,249,2,2861,-0.83
32438,2016,WK077212,BU07721236,19.71,1.11,25.67,233,1,2909,-0.79
32439,2015,WK077212,BU07721236,20.77,1.06,24.81,230,1,2886,-0.78
32440,2014,WK077212,BU07721236,23.31,1.26,27.62,232,2,2866,-0.77
32441,2013,WK077212,BU07721234,,0.97,23.09,249,2,2861,-1.0275
32442,2016,WK077212,BU07721234,18.7,0.93,20.96,233,1,2909,-1.12
32443,2015,WK077212,BU07721234,19.94,0.89,20.76,230,1,2886,-1.115
32444,2014,WK077212,BU07721234,22.33,1.03,22.88,232,2,2866,-1.11
32445,2013,WK077212,BU07721226,,1.08,26.3,249,2,2861,0.37
32446,2013,WK077216,BU07721226,,0.84,19.88,220,2,1021,0.37
32447,2016,WK077212,BU07721226,18.31,0.93,24.39,233,1,2909,0.54
32448,2016,WK077216,BU07721226,17.41,0.82,18.16,209,2,1143,0.54
32449,2015,WK077212,BU07721226,19.71,0.9,23.6,230,1,2886,0.455
32450,2015,WK077216,BU07721226,18.93,0.76,17.68,207,2,1126,0.455
32451,2014,WK077212,BU07721226,22.22,1.12,26.4,232,2,2866,0.37
32452,2014,WK077216,BU07721226,21.78,0.91,19.37,213,2,1097,0.37
32453,2013,WK077212,BU07721636,,1.08,26.3,249,2,2861,0
32454,2013,WK077216,BU07721636,,0.84,19.88,220,2,1021,0
32455,2016,WK077212,BU07721636,18.31,0.93,24.39,233,1,2909,0
32456,2016,WK077216,BU07721636,17.41,0.82,18.16,209,2,1143,0
32457,2015,WK077212,BU07721636,19.71,0.9,23.6,230,1,2886,0
32458,2015,WK077216,BU07721636,18.93,0.76,17.68,207,2,1126,0
32459,2014,WK077212,BU07721636,22.22,1.12,26.4,232,2,2866,0
32460,2014,WK077216,BU07721636,21.78,0.91,19.37,213,2,1097,0
32461,2013,WK077212,BU07721214,,1.15,26.79,249,2,2861,0.3825
32462,2016,WK077212,BU07721214,19.36,1.06,24.87,233,1,2909,0.57
32463,2015,WK077212,BU07721214,20.52,1.02,24.19,230,1,2886,0.535
32464,2014,WK077212,BU07721214,22.92,1.19,26.34,232,2,2866,0.5
32465,2013,WK077212,BU07721221,,1.15,27.13,249,2,2861,0.37
32466,2016,WK077212,BU07721221,19.17,1.05,24.44,233,1,2909,0.54
32467,2015,WK077212,BU07721221,20.45,1.02,24.43,230,1,2886,0.455
32468,2014,WK077212,BU07721221,22.87,1.19,26.51,232,2,2866,0.37
32469,2013,WK077213,BU07721321,,1.16,26.6,238,2,2298,-1.715
32470,2013,WK077214,BU07721321,,1.23,27.67,184,1,4518,-1.715
32471,2016,WK077213,BU07721321,19.22,1.06,24.64,221,2,2340,-1.58
32472,2016,WK077214,BU07721321,20.06,1.16,27.41,168,1,4657,-1.58
32473,2015,WK077213,BU07721321,20.37,1.03,24.22,219,2,2333,-1.57
32474,2015,WK077214,BU07721321,21.37,1.11,26.24,168,1,4610,-1.57
32475,2014,WK077213,BU07721321,22.84,1.2,26.6,222,2,2299,-1.56
32476,2014,WK077214,BU07721321,23.4,1.28,27.32,170,1,4560,-1.56
32477,2013,WK077213,BU07721412,,1.16,26.6,238,2,2298,-0.8225
32478,2013,WK077214,BU07721412,,1.23,27.67,184,1,4518,-0.8225
32479,2016,WK077213,BU07721412,19.22,1.06,24.64,221,2,2340,-0.37
32480,2016,WK077214,BU07721412,20.06,1.16,27.41,168,1,4657,-0.37
32481,2015,WK077213,BU07721412,20.37,1.03,24.22,219,2,2333,-0.605
32482,2015,WK077214,BU07721412,21.37,1.11,26.24,168,1,4610,-0.605
32483,2014,WK077213,BU07721412,22.84,1.2,26.6,222,2,2299,-0.84
32484,2014,WK077214,BU07721412,23.4,1.28,27.32,170,1,4560,-0.84
32485,2013,WK077213,BU07721333,,1,23.64,238,2,2298,-0.84
32486,2016,WK077213,BU07721333,18.65,0.94,21.54,221,2,2340,-0.93
32487,2015,WK077213,BU07721333,19.86,0.91,21.34,219,2,2333,-0.93
32488,2014,WK077213,BU07721333,22.26,1.04,23.28,222,2,2299,-0.93
32489,2013,WK077213,BU07721337,,1.09,24.81,238,2,2298,0.365
32490,2016,WK077213,BU07721337,18.51,0.99,22.92,221,2,2340,0.29
32491,2015,WK077213,BU07721337,19.83,0.94,22.31,219,2,2333,0.27
32492,2014,WK077213,BU07721337,22.37,1.12,24.41,222,2,2299,0.25
32493,2013,WK077213,BU07721328,,0.93,22.4,238,2,2298,-1.715
32494,2016,WK077213,BU07721328,18.13,0.88,20.01,221,2,2340,-1.58
32495,2015,WK077213,BU07721328,19.52,0.84,21.69,219,2,2333,-1.57
32496,2014,WK077213,BU07721328,22.04,0.98,23.81,222,2,2299,-1.56
32497,2013,WK077213,BU07721335,,1.11,25.79,238,2,2298,-0.84
32498,2016,WK077213,BU07721335,18.8,1.01,23.71,221,2,2340,-0.93
32499,2015,WK077213,BU07721335,20.04,0.97,23.13,219,2,2333,-0.93
32500,2014,WK077213,BU07721335,22.5,1.14,25.12,222,2,2299,-0.93
32501,2013,WK077213,BU07721312,,1.09,25.39,238,2,2298,0.0725
32502,2016,WK077213,BU07721312,19.05,1.02,23.86,221,2,2340,0.21
32503,2015,WK077213,BU07721312,20.25,0.99,23.29,219,2,2333,0.135
32504,2014,WK077213,BU07721312,22.65,1.14,24.93,222,2,2299,0.06
32505,2013,WK077213,BU07721336,,1.19,26.86,238,2,2298,0.365
32506,2016,WK077213,BU07721336,18.82,1.06,25.42,221,2,2340,0.29
32507,2015,WK077213,BU07721336,20.05,1.03,24.2,219,2,2333,0.27
32508,2014,WK077213,BU07721336,22.56,1.23,26.64,222,2,2299,0.25
32509,2013,WK077213,BU07721311,,1.06,24.69,238,2,2298,0.0725
32510,2016,WK077213,BU07721311,18.96,1.01,23.94,221,2,2340,0.21
32511,2015,WK077213,BU07721311,20.16,0.97,23.15,219,2,2333,0.135
32512,2014,WK077213,BU07721311,22.54,1.12,24.33,222,2,2299,0.06
32513,2013,WK077213,BU07721322,,1.03,24.21,238,2,2298,-1.715
32514,2016,WK077213,BU07721322,18.72,0.97,22.1,221,2,2340,-1.58
32515,2015,WK077213,BU07721322,19.95,0.93,22.37,219,2,2333,-1.57
32516,2014,WK077213,BU07721322,22.38,1.08,24.67,222,2,2299,-1.56
32517,2013,WK077213,BU07721334,,0.9,20.95,238,2,2298,-0.84
32518,2016,WK077213,BU07721334,18.12,0.86,19.23,221,2,2340,-0.93
32519,2015,WK077213,BU07721334,19.5,0.82,19.12,219,2,2333,-0.93
32520,2014,WK077213,BU07721334,21.82,0.95,20.67,222,2,2299,-0.93
32521,2013,WK077214,BU07721423,,1.1,24.99,184,1,4518,-1.5325
32522,2016,WK077214,BU07721423,19.43,1.06,24.94,168,1,4657,-1.55
32523,2015,WK077214,BU07721423,20.84,1.01,23.82,168,1,4610,-1.595
32524,2014,WK077214,BU07721423,22.99,1.18,25.1,170,1,4560,-1.64
32525,2013,WK077214,BU07721425,,1.22,26.78,184,1,4518,-0.81
32526,2016,WK077214,BU07721425,19.8,1.15,26.93,168,1,4657,-0.65
32527,2015,WK077214,BU07721425,21,1.11,25.85,168,1,4610,-0.74
32528,2014,WK077214,BU07721425,23.26,1.28,26.48,170,1,4560,-0.83
32529,2013,WK077214,BU07721431,,1.39,29.76,184,1,4518,-0.81
32530,2016,WK077214,BU07721431,20.16,1.24,29.3,168,1,4657,-0.65
32531,2015,WK077214,BU07721431,21.28,1.22,28.33,168,1,4610,-0.74
32532,2014,WK077214,BU07721431,23.67,1.41,29.08,170,1,4560,-0.83
32533,2013,WK077214,BU07721433,,1.35,29.48,184,1,4518,0.365
32534,2016,WK077214,BU07721433,19.56,1.19,28.75,168,1,4657,0.29
32535,2015,WK077214,BU07721433,20.73,1.16,27.08,168,1,4610,0.27
32536,2014,WK077214,BU07721433,23.33,1.38,29.34,170,1,4560,0.25
32537,2013,WK077214,BU07721434,,1.22,26.8,184,1,4518,0.365
32538,2016,WK077214,BU07721434,19.43,1.12,26.12,168,1,4657,0.29
32539,2015,WK077214,BU07721434,20.53,1.07,24.89,168,1,4610,0.27
32540,2014,WK077214,BU07721434,23.1,1.26,26.44,170,1,4560,0.25
32541,2013,WK077214,BU07721432,,1.39,30.03,184,1,4518,-0.81
32542,2016,WK077214,BU07721432,20.11,1.23,29.79,168,1,4657,-0.65
32543,2015,WK077214,BU07721432,21.25,1.21,28.57,168,1,4610,-0.74
32544,2014,WK077214,BU07721432,23.63,1.4,29.25,170,1,4560,-0.83
32545,2013,WK077214,BU07721411,,1.23,27.75,184,1,4518,-0.8225
32546,2016,WK077214,BU07721411,20.14,1.16,27.06,168,1,4657,-0.37
32547,2015,WK077214,BU07721411,21.66,1.11,26.28,168,1,4610,-0.605
32548,2014,WK077214,BU07721411,23.42,1.27,27.19,170,1,4560,-0.84
32549,2013,WK077214,BU07721436,,1.04,23.78,184,1,4518,0.365
32550,2016,WK077214,BU07721436,18.4,0.94,22.28,168,1,4657,0.29
32551,2015,WK077214,BU07721436,19.77,0.91,21.63,168,1,4610,0.27
32552,2014,WK077214,BU07721436,22.39,1.09,23.45,170,1,4560,0.25
32553,2013,WK077214,BU07721424,,1.08,24.35,184,1,4518,-1.5325
32554,2016,WK077214,BU07721424,19.52,1.06,24.75,168,1,4657,-1.55
32555,2015,WK077214,BU07721424,20.75,1.01,23.56,168,1,4610,-1.595
32556,2014,WK077214,BU07721424,22.95,1.16,24.27,170,1,4560,-1.64
32557,2013,WK077214,BU07721421,,1.13,25.73,184,1,4518,-2.985
32558,2016,WK077214,BU07721421,19.51,1.07,25.34,168,1,4657,-3.18
32559,2015,WK077214,BU07721421,21.47,1.02,24.35,168,1,4610,-3.185
32560,2014,WK077214,BU07721421,23.04,1.2,25.77,170,1,4560,-3.19
